,2021db_fs11,badge_gray,scoreDiv_fwb,formBox,fs11
0,라리가,일반,"오사수나
점수
1 :
점수
1 알라베스","승
2.12
무
2.95
패
2.95","01.01 (금)
00:15"
1,라리가,핸디캡,"오사수나
점수
0
H -1.0
:
점수
1 알라베스","승
4.70
무
3.60
패
1.52","01.01 (금)
00:15"
2,라리가,언더오버,"오사수나
U/O 2.5
총 점수
2 알라베스","U
1.47
-O
2.13","01.01 (금)
00:15"
3,NBA,일반,"인디페이
점수
119 :
점수
99 클리캐벌","승
1.24
-패
2.92","01.01 (금)
05:00"
4,NBA,핸디캡,"인디페이
점수
111.5
H -7.5
:
점수
99 클리캐벌","승
1.78
-패
1.70","01.01 (금)
05:00"
5,NBA,언더오버,"인디페이
U/O 217.5
총 점수
218 클리캐벌","U
1.76
-O
1.72","01.01 (금)
05:00"
6,NBA,일반,"워싱위저
점수
130 :
점수
133 시카불스","승
1.36
-패
2.41","01.01 (금)
07:00"
7,NBA,핸디캡,"워싱위저
점수
125.5
H -4.5
:
점수
133 시카불스","승
1.71
-패
1.77","01.01 (금)
07:00"
8,NBA,언더오버,"워싱위저
U/O 234.5
총 점수
263 시카불스","U
1.76
-O
1.72","01.01 (금)
07:00"
9,NBA,일반,"올랜매직
점수
92 :
점수
116 필라76s","승
2.02
-패
1.53","01.01 (금)
08:30"
10,NBA,핸디캡,"올랜매직
점수
94.5
H +2.5
:
점수
116 필라76s","승
1.73
-패
1.75","01.01 (금)
08:30"
11,NBA,언더오버,"올랜매직
U/O 218.5
총 점수
208 필라76s","U
1.72
-O
1.76","01.01 (금)
08:30"
12,NBA,일반,"휴스로케
점수
122 :
점수
119 새크킹스","승
1.35배당률 하락
-패
2.45배당률 상승","01.01 (금)
09:00"
13,NBA,핸디캡,"휴스로케
점수
116.5
H -5.5
사전조건 변경
:
점수
119 새크킹스","승
1.78
-패
1.70","01.01 (금)
09:00"
14,NBA,언더오버,"휴스로케
U/O 230.5
총 점수
241 새크킹스","U
1.74
-O
1.74","01.01 (금)
09:00"
15,NBA,일반,"토론랩터
점수
100 :
점수
83 뉴욕닉스","승
1.18
-패
3.31","01.01 (금)
09:30"
16,NBA,핸디캡,"토론랩터
점수
91.5
H -8.5
:
점수
83 뉴욕닉스","승
1.72
-패
1.76","01.01 (금)
09:30"
17,NBA,언더오버,"토론랩터
U/O 217.5
사전조건 변경
총 점수
183 뉴욕닉스","U
1.73
-O
1.75","01.01 (금)
09:30"
18,NBA,일반,"오클썬더
점수
80 :
점수
113 뉴올펠리","승
2.45
-패
1.35","01.01 (금)
10:00"
19,NBA,핸디캡,"오클썬더
점수
85.5
H +5.5
:
점수
113 뉴올펠리","승
1.69
-패
1.79","01.01 (금)
10:00"
20,NBA,언더오버,"오클썬더
U/O 216.5
사전조건 변경
총 점수
193 뉴올펠리","U
1.77
-O
1.71","01.01 (금)
10:00"
21,NBA,일반,"유타재즈
점수
95 :
점수
106 피닉선즈","승
1.42배당률 하락
-패
2.25배당률 상승","01.01 (금)
11:00"
22,NBA,핸디캡,"유타재즈
점수
91.5
H -3.5
사전조건 변경
:
점수
106 피닉선즈","승
1.69
-패
1.79","01.01 (금)
11:00"
23,NBA,언더오버,"유타재즈
U/O 219.5
사전조건 변경
총 점수
201 피닉선즈","U
1.74
-O
1.74","01.01 (금)
11:00"
24,KOVO남,일반,"OK금융그
점수
3 :
점수
0 삼성화재","승
1.20
-패
3.16","01.01 (금)
14:00"
25,KOVO남,핸디캡,"OK금융그
점수
1.5
H -1.5
:
점수
0 삼성화재","승
1.46배당률 하락
-패
2.15배당률 상승","01.01 (금)
14:00"
26,KOVO남,언더오버,"OK금융그
U/O 181.5
총 점수
139 삼성화재","U
1.74
-O
1.74","01.01 (금)
14:00"
27,일왕배,일반,"가와사키
점수
1 :
점수
0 G오사카","승
1.43
무
3.95
패
5.10","01.01 (금)
14:40"
28,일왕배,핸디캡,"가와사키
점수
0
H -1.0
:
점수
0 G오사카","승
2.30배당률 하락
무
3.35배당률 하락
패
2.40배당률 상승","01.01 (금)
14:40"
29,일왕배,언더오버,"가와사키
U/O 2.5
총 점수
1 G오사카","U
2.07
-O
1.50","01.01 (금)
14:40"
30,KBL,일반,"모비스
점수
73 :
점수
66 오리온스","승
1.87
-패
1.63","01.01 (금)
15:00"
31,KBL,핸디캡,"모비스
점수
74.5
H +1.5
:
점수
66 오리온스","승
1.73배당률 상승
-패
1.75배당률 하락","01.01 (금)
15:00"
32,KBL,언더오버,"모비스
U/O 159.5
총 점수
139 오리온스","U
1.73
-O
1.75","01.01 (금)
15:00"
33,KBL,일반,"전자랜드
점수
64 :
점수
82 KCC","승
2.41배당률 상승
-패
1.36배당률 하락","01.01 (금)
15:00"
34,KBL,핸디캡,"전자랜드
점수
68.5
H +4.5
사전조건 변경
:
점수
82 KCC","승
1.74
-패
1.74","01.01 (금)
15:00"
35,KBL,언더오버,"전자랜드
U/O 156.5
총 점수
146 KCC","U
1.78배당률 상승
-O
1.70배당률 하락","01.01 (금)
15:00"
36,KOVO여,일반,"현대건설
점수
3 :
점수
0 KGC","승
2.02배당률 상승
-패
1.53배당률 하락","01.01 (금)
16:00"
37,KOVO여,핸디캡,"현대건설
점수
4.5
H +1.5
:
점수
0 KGC","승
1.54
-패
2.00","01.01 (금)
16:00"
38,KOVO여,언더오버,"현대건설
U/O 184.5
총 점수
135 KGC","U
1.74
-O
1.74","01.01 (금)
16:00"
39,KBL,일반,"서울삼성
점수
77 :
점수
84 창원LG","승
1.17
-패
3.39","01.01 (금)
17:00"
40,KBL,핸디캡,"서울삼성
점수
69.5
H -7.5
:
점수
84 창원LG","승
1.73
-패
1.75","01.01 (금)
17:00"
41,KBL,언더오버,"서울삼성
U/O 161.5
총 점수
161 창원LG","U
1.76
-O
1.72","01.01 (금)
17:00"
42,WKBL,일반,"KB스타즈
점수
74 :
점수
58 우리은행","승
1.50
-패
2.07","01.01 (금)
18:00"
43,WKBL,핸디캡,"KB스타즈
점수
70.5
H -3.5
사전조건 변경
:
점수
58 우리은행","승
1.72
-패
1.76","01.01 (금)
18:00"
44,WKBL,언더오버,"KB스타즈
U/O 136.5
총 점수
132 우리은행","U
1.73
-O
1.75","01.01 (금)
18:00"
45,EPL,일반,"에버턴
점수
0 :
점수
1 웨스트햄","승
1.76배당률 하락
무
3.25배당률 하락
패
3.65배당률 상승","01.02 (토)
02:30"
46,EPL,핸디캡,"에버턴
점수
-1
H -1.0
:
점수
1 웨스트햄","승
3.40배당률 하락
무
3.25배당률 하락
패
1.83배당률 상승","01.02 (토)
02:30"
47,EPL,언더오버,"에버턴
U/O 2.5
총 점수
1 웨스트햄","U
1.76
-O
1.72","01.02 (토)
02:30"
48,EPL,일반,"맨체스U
점수
2 :
점수
1 애스턴","승
1.55
무
3.55배당률 하락
패
4.50배당률 상승","01.02 (토)
05:00"
49,EPL,핸디캡,"맨체스U
점수
1
H -1.0
:
점수
1 애스턴","승
2.65
무
3.25배당률 하락
패
2.15배당률 상승","01.02 (토)
05:00"
50,EPL,언더오버,"맨체스U
U/O 2.5
총 점수
3 애스턴","U
2.22
-O
1.43","01.02 (토)
05:00"
51,NBA,일반,"샬럿호네
점수
93 :
점수
108 멤피그리","승
1.39배당률 하락
-패
2.33배당률 상승","01.02 (토)
09:00"
52,NBA,핸디캡,"샬럿호네
점수
88.5
H -4.5
사전조건 변경
:
점수
108 멤피그리","승
1.72
-패
1.76","01.02 (토)
09:00"
53,NBA,언더오버,"샬럿호네
U/O 219.5
총 점수
201 멤피그리","U
1.73
-O
1.75","01.02 (토)
09:00"
54,NBA,일반,"디트피스
점수
96 :
점수
93 보스셀틱","승
3.16
-패
1.20","01.02 (토)
09:00"
55,NBA,핸디캡,"디트피스
점수
104.5
H +8.5
:
점수
93 보스셀틱","승
1.70
-패
1.78","01.02 (토)
09:00"
56,NBA,언더오버,"디트피스
U/O 215.5
사전조건 변경
총 점수
189 보스셀틱","U
1.74
-O
1.74","01.02 (토)
09:00"
57,NBA,일반,"댈러매버
점수
93 :
점수
83 마이히트","승
1.69배당률 상승
-패
1.79배당률 하락","01.02 (토)
09:00"
58,NBA,핸디캡,"댈러매버
점수
91.5
H -1.5
사전조건 변경
:
점수
83 마이히트","승
1.84배당률 상승
-패
1.65배당률 하락","01.02 (토)
09:00"
59,NBA,언더오버,"댈러매버
U/O 223.5
총 점수
176 마이히트","U
1.71
-O
1.77","01.02 (토)
09:00"
60,NBA,일반,"브루네츠
점수
96 :
점수
114 애틀호크","승
1.34
-패
2.48","01.02 (토)
09:30"
61,NBA,핸디캡,"브루네츠
점수
90.5
H -5.5
:
점수
114 애틀호크","승
1.76
-패
1.72","01.02 (토)
09:30"
62,NBA,언더오버,"브루네츠
U/O 245.5
총 점수
210 애틀호크","U
1.76
-O
1.72","01.02 (토)
09:30"
63,NBA,일반,"밀워벅스
점수
126 :
점수
96 시카불스","승
1.01
-패
6.28","01.02 (토)
10:00"
64,NBA,핸디캡,"밀워벅스
점수
111.5
H -14.5
:
점수
96 시카불스","승
1.70
-패
1.78","01.02 (토)
10:00"
65,NBA,언더오버,"밀워벅스
U/O 231.5
총 점수
222 시카불스","U
1.75
-O
1.73","01.02 (토)
10:00"
66,NBA,일반,"미네울브
점수
109 :
점수
130 워싱위저","승
1.60배당률 상승
-패
1.91배당률 하락","01.02 (토)
10:00"
67,NBA,핸디캡,"미네울브
점수
106.5
H -2.5
:
점수
130 워싱위저","승
1.78
-패
1.70","01.02 (토)
10:00"
68,NBA,언더오버,"미네울브
U/O 232.5
사전조건 변경
총 점수
239 워싱위저","U
1.74
-O
1.74","01.02 (토)
10:00"
69,NBA,일반,"샌안스퍼
점수
103 :
점수
109 LA레이커","승
2.92
-패
1.24","01.02 (토)
10:00"
70,NBA,핸디캡,"샌안스퍼
점수
110.5
H +7.5
:
점수
109 LA레이커","승
1.71
-패
1.77","01.02 (토)
10:00"
71,NBA,언더오버,"샌안스퍼
U/O 230.5
총 점수
212 LA레이커","U
1.75
-O
1.73","01.02 (토)
10:00"
72,NBA,일반,"덴버너게
점수
103 :
점수
106 피닉선즈","승
1.46배당률 하락
-패
2.15배당률 상승","01.02 (토)
11:00"
73,NBA,핸디캡,"덴버너게
점수
99.5
H -3.5
사전조건 변경
:
점수
106 피닉선즈","승
1.75
-패
1.73","01.02 (토)
11:00"
74,NBA,언더오버,"덴버너게
U/O 223.5
사전조건 변경
총 점수
209 피닉선즈","U
1.71
-O
1.77","01.02 (토)
11:00"
75,NBA,일반,"유타재즈
점수
106 :
점수
100 LA클리퍼","승
2.07배당률 상승
-패
1.50배당률 하락","01.02 (토)
11:00"
76,NBA,핸디캡,"유타재즈
점수
108.5
H +2.5
:
점수
100 LA클리퍼","승
1.75배당률 상승
-패
1.73배당률 하락","01.02 (토)
11:00"
77,NBA,언더오버,"유타재즈
U/O 223.5
사전조건 변경
총 점수
206 LA클리퍼","U
1.72
-O
1.76","01.02 (토)
11:00"
78,NBA,일반,"골든워리
점수
98 :
점수
123 포틀트레","승
2.22
-패
1.43","01.02 (토)
12:30"
79,NBA,핸디캡,"골든워리
점수
102.5
H +4.5
사전조건 변경
:
점수
123 포틀트레","승
1.76
-패
1.72","01.02 (토)
12:30"
80,NBA,언더오버,"골든워리
U/O 233.5
사전조건 변경
총 점수
221 포틀트레","U
1.71
-O
1.77","01.02 (토)
12:30"
81,KOVO남,일반,현대캐피 : KB손보,"승
1.00
-패
1.00","01.02 (토)
14:00"
82,KOVO남,핸디캡,"현대캐피
H 0.0
: KB손보","승
1.00
-패
1.00","01.02 (토)
14:00"
83,KOVO남,언더오버,"현대캐피
U/O 0.0
: KB손보","U
1.00
-O
1.00","01.02 (토)
14:00"
84,KBL,일반,"KCC
점수
78 :
점수
65 모비스","승
1.38
-패
2.35","01.02 (토)
15:00"
85,KBL,핸디캡,"KCC
점수
73.5
H -4.5
사전조건 변경
:
점수
65 모비스","승
1.70
-패
1.78","01.02 (토)
15:00"
86,KBL,언더오버,"KCC
U/O 160.5
사전조건 변경
총 점수
143 모비스","U
1.78
-O
1.70","01.02 (토)
15:00"
87,KBL,일반,"서울SK
점수
69 :
점수
75 전자랜드","승
1.82배당률 하락
-패
1.67배당률 상승","01.02 (토)
15:00"
88,KBL,핸디캡,"서울SK
점수
70.5
H +1.5
:
점수
75 전자랜드","승
1.69
-패
1.79","01.02 (토)
15:00"
89,KBL,언더오버,"서울SK
U/O 162.5
총 점수
144 전자랜드","U
1.71
-O
1.77","01.02 (토)
15:00"
90,KOVO여,일반,도로공사 : IBK,"승
1.00
-패
1.00","01.02 (토)
16:00"
91,KOVO여,핸디캡,"도로공사
H 0.0
: IBK","승
1.00
-패
1.00","01.02 (토)
16:00"
92,KOVO여,언더오버,"도로공사
U/O 0.0
: IBK","U
1.00
-O
1.00","01.02 (토)
16:00"
93,KBL,일반,"부산KT
점수
77 :
점수
94 서울삼성","승
1.38배당률 하락
-패
2.35배당률 상승","01.02 (토)
17:00"
94,KBL,핸디캡,"부산KT
점수
72.5
H -4.5
사전조건 변경
:
점수
94 서울삼성","승
1.72
-패
1.76","01.02 (토)
17:00"
95,KBL,언더오버,"부산KT
U/O 162.5
사전조건 변경
총 점수
171 서울삼성","U
1.77
-O
1.71","01.02 (토)
17:00"
96,WKBL,일반,"신한은행
점수
74 :
점수
64 하나원큐","승
1.19
-패
3.24","01.02 (토)
18:00"
97,WKBL,핸디캡,"신한은행
점수
65.5
H -8.5
:
점수
64 하나원큐","승
1.72배당률 하락
-패
1.76배당률 상승","01.02 (토)
18:00"
98,WKBL,언더오버,"신한은행
U/O 139.5
총 점수
138 하나원큐","U
1.78
-O
1.70","01.02 (토)
18:00"
99,EPL,일반,"토트넘
점수
3 :
점수
0 리즈","승
1.60배당률 하락
무
3.85배당률 상승
패
3.80배당률 상승","01.02 (토)
21:30"
100,EPL,핸디캡,"토트넘
점수
2
H -1.0
:
점수
0 리즈","승
2.65배당률 하락
무
3.60배당률 하락
패
2.02배당률 상승","01.02 (토)
21:30"
101,EPL,언더오버,"토트넘
U/O 2.5
총 점수
3 리즈","U
2.33
-O
1.39","01.02 (토)
21:30"
102,라리가,일반,"비야레알
점수
2 :
점수
1 레반테","승
1.50
무
3.55
패
4.95","01.02 (토)
22:00"
103,라리가,핸디캡,"비야레알
점수
1
H -1.0
:
점수
1 레반테","승
2.75배당률 상승
무
3.15배당률 하락
패
2.14배당률 상승","01.02 (토)
22:00"
104,라리가,언더오버,"비야레알
U/O 2.5
총 점수
3 레반테","U
1.92
-O
1.59","01.02 (토)
22:00"
105,분데스리,일반,"호펜하임
점수
1 :
점수
3 프라이부","승
1.86배당률 상승
무
3.40배당률 하락
패
3.15배당률 상승","01.02 (토)
23:30"
106,분데스리,핸디캡,"호펜하임
점수
0
H -1.0
:
점수
3 프라이부","승
3.25
무
3.80
패
1.73","01.02 (토)
23:30"
107,분데스리,언더오버,"호펜하임
U/O 2.5
총 점수
4 프라이부","U
2.33
-O
1.39","01.02 (토)
23:30"
108,분데스리,일반,"E프랑크
점수
2 :
점수
1 레버쿠젠","승
3.15배당률 상승
무
3.70배당률 상승
패
1.78배당률 하락","01.02 (토)
23:30"
109,분데스리,핸디캡,"E프랑크
점수
3
H +1.0
:
점수
1 레버쿠젠","승
1.74배당률 상승
무
3.70배당률 하락
패
3.30배당률 하락","01.02 (토)
23:30"
110,분데스리,언더오버,"E프랑크
U/O 2.5
총 점수
3 레버쿠젠","U
2.33
-O
1.39","01.02 (토)
23:30"
111,분데스리,일반,"쾰른
점수
0 :
점수
1 아우크스","승
2.24배당률 상승
무
3.00배당률 하락
패
2.70배당률 상승","01.02 (토)
23:30"
112,분데스리,핸디캡,"쾰른
점수
-1
H -1.0
:
점수
1 아우크스","승
4.65
무
3.85
패
1.48","01.02 (토)
23:30"
113,분데스리,언더오버,"쾰른
U/O 2.5
총 점수
1 아우크스","U
1.66
-O
1.83","01.02 (토)
23:30"
114,분데스리,일반,"브레멘
점수
0 :
점수
2 U베를린","승
2.70배당률 상승
무
3.05배당률 하락
패
2.22배당률 하락","01.02 (토)
23:30"
115,분데스리,핸디캡,"브레멘
점수
1
H +1.0
:
점수
2 U베를린","승
1.47
무
3.90
패
4.70","01.02 (토)
23:30"
116,분데스리,언더오버,"브레멘
U/O 2.5
총 점수
2 U베를린","U
1.75
-O
1.73","01.02 (토)
23:30"
117,분데스리,일반,"아르미니
점수
0 :
점수
1 묀헨글라","승
5.70
무
4.10
패
1.37","01.02 (토)
23:30"
118,분데스리,핸디캡,"아르미니
점수
1
H +1.0
:
점수
1 묀헨글라","승
2.45
무
3.45
패
2.22","01.02 (토)
23:30"
119,분데스리,언더오버,"아르미니
U/O 2.5
총 점수
1 묀헨글라","U
2.05
-O
1.51","01.02 (토)
23:30"
120,EPL,일반,"크리스탈
점수
2 :
점수
0 셰필드U","승
1.81
무
3.10
패
3.65","01.03 (일)
00:00"
121,EPL,핸디캡,"크리스탈
점수
1
H -1.0
:
점수
0 셰필드U","승
3.60배당률 하락
무
3.25배당률 하락
패
1.77배당률 상승","01.03 (일)
00:00"
122,EPL,언더오버,"크리스탈
U/O 2.5
총 점수
2 셰필드U","U
1.53
-O
2.02","01.03 (일)
00:00"
123,라리가,일반,"베티스
점수
1 :
점수
1 세비야","승
3.75배당률 상승
무
3.15
패
1.77배당률 하락","01.03 (일)
00:15"
124,라리가,핸디캡,"베티스
점수
2
H +1.0
:
점수
1 세비야","승
1.76배당률 상승
무
3.20배당률 하락
패
3.70배당률 하락","01.03 (일)
00:15"
125,라리가,언더오버,"베티스
U/O 2.5
총 점수
2 세비야","U
1.57
-O
1.95","01.03 (일)
00:15"
126,EPL,일반,"브라이턴
점수
3 :
점수
3 울버햄튼","승
2.50배당률 상승
무
2.80배당률 하락
패
2.55","01.03 (일)
02:30"
127,EPL,핸디캡,"브라이턴
점수
2
H -1.0
:
점수
3 울버햄튼","승
5.60
무
3.90
패
1.40","01.03 (일)
02:30"
128,EPL,언더오버,"브라이턴
U/O 2.5
총 점수
6 울버햄튼","U
1.43
-O
2.22","01.03 (일)
02:30"
129,라리가,일반,"헤타페
점수
0 :
점수
1 바야돌리","승
1.84
무
2.90
패
3.85","01.03 (일)
02:30"
130,라리가,핸디캡,"헤타페
점수
-1
H -1.0
:
점수
1 바야돌리","승
4.10
무
3.25
패
1.67","01.03 (일)
02:30"
131,라리가,언더오버,"헤타페
U/O 2.5
총 점수
1 바야돌리","U
1.34
-O
2.48","01.03 (일)
02:30"
